lvl1;lvl2;lvl3;lvl4;lvl5;lvl6;count;cluster
U-293;61;Park|Tuesday|afternoon;Convenience_Store|Tuesday|afternoon;;;1;Cluster-32
U-293;71;Park|Tuesday|afternoon;Convenience_Store|Tuesday|afternoon;;;1;Cluster-32
U-293;70;Park|Tuesday|afternoon;Convenience_Store|Tuesday|afternoon;;;1;Cluster-32
U-689;252;Airport|Saturday|morning;Ramen_Restaurant|Saturday|afternoon;;;1;Cluster-33
U-689;230;Airport|Saturday|morning;Ramen_Restaurant|Saturday|afternoon;;;1;Cluster-33
U-689;222;Airport|Saturday|morning;Ramen_Restaurant|Saturday|afternoon;;;1;Cluster-33
U-689;226;Airport|Saturday|morning;Ramen_Restaurant|Saturday|afternoon;;;1;Cluster-33
U-689;244;Airport|Saturday|morning;Ramen_Restaurant|Saturday|afternoon;;;1;Cluster-33
U-689;236;Airport|Saturday|morning;Ramen_Restaurant|Saturday|afternoon;;;1;Cluster-33
U-689;227;Airport|Saturday|morning;Ramen_Restaurant|Saturday|afternoon;;;1;Cluster-33
U-689;240;Airport|Saturday|morning;Ramen_Restaurant|Saturday|afternoon;;;1;Cluster-33
U-689;237;Airport|Saturday|morning;Ramen_Restaurant|Saturday|afternoon;;;1;Cluster-33
U-689;221;Airport|Saturday|morning;Ramen_Restaurant|Saturday|afternoon;;;1;Cluster-33
U-689;235;Hotel|Sunday|morning;Airport|Sunday|morning;Ramen_Restaurant|Sunday|afternoon;;1;Cluster-34
U-689;222;Hotel|Sunday|morning;Airport|Sunday|morning;Ramen_Restaurant|Sunday|afternoon;;1;Cluster-34
U-689;228;Hotel|Sunday|morning;Airport|Sunday|morning;Ramen_Restaurant|Sunday|afternoon;;1;Cluster-34
U-689;232;Hotel|Sunday|morning;Airport|Sunday|morning;Ramen_Restaurant|Sunday|afternoon;;1;Cluster-34
U-689;246;Hotel|Sunday|morning;Airport|Sunday|morning;Ramen_Restaurant|Sunday|afternoon;;1;Cluster-34
U-689;237;Hotel|Sunday|morning;Airport|Sunday|morning;Ramen_Restaurant|Sunday|afternoon;;1;Cluster-34
U-293;79;Radio_Station|Thursday|afternoon;Cafeteria|Thursday|afternoon;;;1;Cluster-35
U-293;69;Radio_Station|Thursday|afternoon;Cafeteria|Thursday|afternoon;;;1;Cluster-35
U-293;48;Radio_Station|Thursday|afternoon;Cafeteria|Thursday|afternoon;;;1;Cluster-35
U-293;50;Radio_Station|Thursday|afternoon;Cafeteria|Thursday|afternoon;;;1;Cluster-35
U-293;46;Radio_Station|Thursday|afternoon;Cafeteria|Thursday|afternoon;;;1;Cluster-35
U-293;80;Radio_Station|Thursday|afternoon;Cafeteria|Thursday|afternoon;;;1;Cluster-35
