new_tid;tid;lat_lon;time;day;poi;type;root_type;rating;weather;label
18;5202;40.9654169422336 -74.0628837642180;631;Sunday;my bed;Strip Club;Nightlife Spot;-1.0;Clear;185
18;5202;40.9779295775846 -74.0632279684576;903;Sunday;Fantastic Sams;Salon / Barbershop;Shop & Service;6.6;Clouds;185
18;5202;40.9654169833333 -74.0629196833333;948;Sunday;Gardner Field;Park;Outdoors & Recreation;-1.0;Clouds;185
18;5202;40.9653388574063 -74.0628321335281;1144;Sunday;The Bush Hideout;Speakeasy;Nightlife Spot;-1.0;Clouds;185
18;5202;40.9618329390118 -74.0603022124755;1285;Sunday;Hottest Woman On Earth Hitting On Me;General Entertainment;Arts & Entertainment;-1.0;Clear;185
18;5202;40.9651716251224 -74.0627460823470;1373;Sunday;Philibosian Phunction;Cocktail Bar;Nightlife Spot;-1.0;Clear;185
18;5202;40.9652292144287 -74.0630558664160;1408;Sunday;AT&T;Office;Professional & Other Places;-1.0;Clear;185
19;5203;40.9652914155792 -74.0627346088532;616;Monday;Bergen County Vocational High School;High School;Professional & Other Places;-1.0;Clear;185
19;5203;40.9653550190346 -74.0628321335281;630;Monday;The Bush Hot Tub :);Pool;Outdoors & Recreation;-1.0;Clouds;185
19;5203;40.9653379500000 -74.0628079000000;708;Monday;The Hang Out;Other Nightlife;Nightlife Spot;-1.0;Clouds;185
19;5203;40.9653219428021 -74.0628034498054;900;Monday;YJCC;Music Venue;Arts & Entertainment;-1.0;Clouds;185
19;5203;40.9654169422336 -74.0628837642180;910;Monday;my bed;Strip Club;Nightlife Spot;-1.0;Clouds;185
19;5203;40.9603192232073 -74.0672551115504;1425;Monday;Crowne Plaza Paramus;Hotel;Travel & Transport;-1.0;Clear;185
19;5203;40.9653287788182 -74.0629239214116;335;Tuesday;nanas :);American Restaurant;Food;-1.0;Clear;185
19;5203;40.9654169422336 -74.0628837642180;376;Tuesday;my bed;Strip Club;Nightlife Spot;-1.0;Clear;185
19;5203;40.9653708323671 -74.0628149232950;460;Tuesday;Four Seasons;Hotel;Travel & Transport;-1.0;Clouds;185
19;5203;40.9653550190346 -74.0628321335281;511;Tuesday;The Bush Hot Tub :);Pool;Outdoors & Recreation;-1.0;Clear;185
19;5203;40.6962909108766 -74.2566909769355;1191;Tuesday;Aladdin Hookah Lounge;Hookah Bar;Nightlife Spot;6.8;Clouds;185
19;5203;40.9651660642512 -74.0628952377028;895;Thursday;Paramus Veteran Home;Building;Professional & Other Places;-1.0;Clouds;185
19;5203;40.9653287788182 -74.0629239214116;1102;Thursday;nanas :);American Restaurant;Food;-1.0;Clear;185
19;5203;40.9653388574063 -74.0628321335281;1198;Thursday;The Bush Hideout;Speakeasy;Nightlife Spot;-1.0;Clear;185
19;5203;40.9654169833333 -74.0629196833333;1336;Thursday;Gardner Field;Park;Outdoors & Recreation;-1.0;Clear;185
19;5203;40.9653379500000 -74.0628079000000;732;Friday;The Hang Out;Other Nightlife;Nightlife Spot;-1.0;Clear;185
19;5203;40.9653550190346 -74.0628321335281;749;Friday;The Bush Hot Tub :);Pool;Outdoors & Recreation;-1.0;Clear;185
19;5203;40.9653219428021 -74.0628034498054;903;Friday;YJCC;Music Venue;Arts & Entertainment;-1.0;Clouds;185
19;5203;40.9618329390118 -74.0603022124755;1046;Friday;Hottest Woman On Earth Hitting On Me;General Entertainment;Arts & Entertainment;-1.0;Clouds;185
19;5203;40.9658102677880 -74.0676060318947;1321;Friday;Parkway Elementary School;Elementary School;Professional & Other Places;-1.0;Clear;185
19;5203;40.9681100152221 -74.0593871873551;1364;Friday;My uncomfortable shitty bed :(;Home (private);Residence;-1.0;Clouds;185
19;5203;40.9653708323671 -74.0628149232950;421;Saturday;Four Seasons;Hotel;Travel & Transport;-1.0;Clouds;185
19;5203;40.9481629642871 -74.0698193588461;722;Saturday;Chase Bank;Bank;Shop & Service;7.1;Clouds;185
19;5203;40.9481665166667 -74.0684251500000;734;Saturday;Sunoco;Gas Station;Shop & Service;6.1;Clouds;185
19;5203;40.9677860000000 -74.0736896833333;754;Saturday;King Pizza;Pizza Place;Food;6.8;Clouds;185
19;5203;40.9653550190346 -74.0628321335281;788;Saturday;The Bush Hot Tub :);Pool;Outdoors & Recreation;-1.0;Clouds;185
19;5203;40.9618329390118 -74.0603022124755;836;Saturday;Hottest Woman On Earth Hitting On Me;General Entertainment;Arts & Entertainment;-1.0;Clouds;185
19;5203;40.9653379500000 -74.0628079000000;978;Saturday;The Hang Out;Other Nightlife;Nightlife Spot;-1.0;Clouds;185
19;5203;40.9653219428021 -74.0628034498054;1080;Saturday;YJCC;Music Venue;Arts & Entertainment;-1.0;Clouds;185
19;5203;40.9237356848820 -74.0705323219299;1174;Saturday;Holiday Inn Express Paramus;Hotel;Travel & Transport;6.2;Clouds;185
19;5203;40.9645718001334 -74.0664339065552;1255;Saturday;Garden State Parkway Park & Ride;Bus Line;Travel & Transport;-1.0;Clear;185
19;5203;40.9654169833333 -74.0629196833333;1334;Saturday;Gardner Field;Park;Outdoors & Recreation;-1.0;Clear;185
19;5203;40.9654464263127 -74.0629640785966;1364;Saturday;a womans place: the kitchen;American Restaurant;Food;-1.0;Clear;185
19;5203;40.9652292144287 -74.0630558664160;1379;Saturday;AT&T;Office;Professional & Other Places;-1.0;Clear;185
19;5203;40.9653582000000 -74.0628322333333;3;Sunday;Isabel's AMAZING Kitchen;Cuban Restaurant;Food;-1.0;Clear;185
19;5203;40.9653287788182 -74.0629239214116;453;Sunday;nanas :);American Restaurant;Food;-1.0;Clear;185
19;5203;40.9645718001334 -74.0664339065552;661;Sunday;Garden State Parkway Park & Ride;Bus Line;Travel & Transport;-1.0;Clear;185
19;5203;40.9653379500000 -74.0628079000000;796;Sunday;The Hang Out;Other Nightlife;Nightlife Spot;-1.0;Clear;185
19;5203;40.9257108300000 -74.0990589333333;872;Sunday;ZAP Lube;Automotive Shop;Shop & Service;6.0;Clear;185
19;5203;40.9653388574063 -74.0628321335281;980;Sunday;The Bush Hideout;Speakeasy;Nightlife Spot;-1.0;Clear;185
19;5203;40.9654169833333 -74.0629196833333;1210;Sunday;Gardner Field;Park;Outdoors & Recreation;-1.0;Clouds;185
19;5203;40.9651716251224 -74.0627460823470;1244;Sunday;Philibosian Phunction;Cocktail Bar;Nightlife Spot;-1.0;Clouds;185
19;5203;40.9653219428021 -74.0628034498054;1281;Sunday;YJCC;Music Venue;Arts & Entertainment;-1.0;Clouds;185
19;5203;40.9603192232073 -74.0672551115504;1328;Sunday;Crowne Plaza Paramus;Hotel;Travel & Transport;-1.0;Clouds;185
20;5204;40.9654464263127 -74.0629640785966;61;Monday;a womans place: the kitchen;American Restaurant;Food;-1.0;Clouds;185
20;5204;40.9618329390118 -74.0603022124755;102;Monday;Hottest Woman On Earth Hitting On Me;General Entertainment;Arts & Entertainment;-1.0;Clouds;185
20;5204;40.9652914155792 -74.0627346088532;164;Monday;Bergen County Vocational High School;High School;Professional & Other Places;-1.0;Clouds;185
20;5204;40.9653287788182 -74.0629239214116;428;Monday;nanas :);American Restaurant;Food;-1.0;Clear;185
20;5204;40.9653388574063 -74.0628321335281;463;Monday;The Bush Hideout;Speakeasy;Nightlife Spot;-1.0;Clear;185
20;5204;40.9653550190346 -74.0628321335281;499;Monday;The Bush Hot Tub :);Pool;Outdoors & Recreation;-1.0;Clear;185
20;5204;40.7633161998109 -73.9455842971802;620;Monday;Roosevelt Island Bridge;Bridge;Outdoors & Recreation;-1.0;Clear;185
20;5204;40.7643238363402 -73.9331388473511;642;Monday;Dunkin' Donuts;Donut Shop;Food;6.1;Clear;185
20;5204;40.9653379500000 -74.0628079000000;677;Wednesday;The Hang Out;Other Nightlife;Nightlife Spot;-1.0;Clear;185
20;5204;40.9651716251224 -74.0627460823470;748;Wednesday;Philibosian Phunction;Cocktail Bar;Nightlife Spot;-1.0;Clouds;185
21;5205;40.9654464263127 -74.0629640785966;440;Wednesday;a womans place: the kitchen;American Restaurant;Food;-1.0;Clouds;185
21;5205;40.9652292144287 -74.0630558664160;526;Wednesday;AT&T;Office;Professional & Other Places;-1.0;Clouds;185
21;5205;40.9328062550792 -74.0711545944214;587;Wednesday;Starbucks;Coffee Shop;Food;7.7;Clouds;185
21;5205;40.9481665166667 -74.0684251500000;1090;Wednesday;Sunoco;Gas Station;Shop & Service;6.1;Clouds;185
21;5205;40.9654169422336 -74.0628837642180;1202;Wednesday;my bed;Strip Club;Nightlife Spot;-1.0;Clouds;185
21;5205;40.9618329390118 -74.0603022124755;1220;Wednesday;Hottest Woman On Earth Hitting On Me;General Entertainment;Arts & Entertainment;-1.0;Clouds;185
21;5205;40.9651716251224 -74.0627460823470;1342;Wednesday;Philibosian Phunction;Cocktail Bar;Nightlife Spot;-1.0;Clear;185
21;5205;40.9654169833333 -74.0629196833333;1430;Wednesday;Gardner Field;Park;Outdoors & Recreation;-1.0;Clear;185
21;5205;40.9653219428021 -74.0628034498054;23;Thursday;YJCC;Music Venue;Arts & Entertainment;-1.0;Clear;185
21;5205;40.9645718001334 -74.0664339065552;61;Thursday;Garden State Parkway Park & Ride;Bus Line;Travel & Transport;-1.0;Clear;185
21;5205;40.9603192232073 -74.0672551115504;96;Thursday;Crowne Plaza Paramus;Hotel;Travel & Transport;-1.0;Clouds;185
21;5205;40.9658102677880 -74.0676060318947;116;Thursday;Parkway Elementary School;Elementary School;Professional & Other Places;-1.0;Clouds;185
21;5205;40.9653219428021 -74.0628034498054;798;Thursday;YJCC;Music Venue;Arts & Entertainment;-1.0;Clear;185
21;5205;40.9653550190346 -74.0628321335281;593;Sunday;The Bush Hot Tub :);Pool;Outdoors & Recreation;-1.0;Clouds;185
21;5205;40.9652292144287 -74.0630558664160;628;Sunday;AT&T;Office;Professional & Other Places;-1.0;Clouds;185
21;5205;40.9654169422336 -74.0628837642180;800;Sunday;my bed;Strip Club;Nightlife Spot;-1.0;Clear;185
21;5205;40.9653219428021 -74.0628034498054;885;Sunday;YJCC;Music Venue;Arts & Entertainment;-1.0;Clouds;185
21;5205;40.9651716251224 -74.0627460823470;986;Sunday;Philibosian Phunction;Cocktail Bar;Nightlife Spot;-1.0;Clouds;185
21;5205;40.9653708323671 -74.0628149232950;1084;Sunday;Four Seasons;Hotel;Travel & Transport;-1.0;Clear;185
21;5205;40.9645718001334 -74.0664339065552;1121;Sunday;Garden State Parkway Park & Ride;Bus Line;Travel & Transport;-1.0;Clouds;185
21;5205;40.9618329390118 -74.0603022124755;1172;Sunday;Hottest Woman On Earth Hitting On Me;General Entertainment;Arts & Entertainment;-1.0;Clouds;185
21;5205;40.9651660642512 -74.0628952377028;1220;Sunday;Paramus Veteran Home;Building;Professional & Other Places;-1.0;Clouds;185
22;5206;40.9654169422336 -74.0628837642180;860;Wednesday;my bed;Strip Club;Nightlife Spot;-1.0;Clear;185
22;5206;40.9652292144287 -74.0630558664160;262;Thursday;AT&T;Office;Professional & Other Places;-1.0;Clear;185
22;5206;40.9651716251224 -74.0627460823470;284;Thursday;Philibosian Phunction;Cocktail Bar;Nightlife Spot;-1.0;Clear;185
22;5206;40.9653708323671 -74.0628149232950;308;Thursday;Four Seasons;Hotel;Travel & Transport;-1.0;Clear;185
22;5206;40.9654464263127 -74.0629640785966;409;Thursday;a womans place: the kitchen;American Restaurant;Food;-1.0;Clear;185
22;5206;40.9653219428021 -74.0628034498054;440;Thursday;YJCC;Music Venue;Arts & Entertainment;-1.0;Clear;185
22;5206;40.9020130071530 -74.1375326810483;477;Thursday;Atlantic Battery Systems;Office;Professional & Other Places;-1.0;Clear;185
22;5206;40.9645718001334 -74.0664339065552;481;Friday;Garden State Parkway Park & Ride;Bus Line;Travel & Transport;-1.0;Clear;185
22;5206;40.9653708323671 -74.0628149232950;534;Friday;Four Seasons;Hotel;Travel & Transport;-1.0;Clear;185
22;5206;40.9653550190346 -74.0628321335281;608;Friday;The Bush Hot Tub :);Pool;Outdoors & Recreation;-1.0;Clear;185
22;5206;40.9653388574063 -74.0628321335281;690;Friday;The Bush Hideout;Speakeasy;Nightlife Spot;-1.0;Clear;185
22;5206;40.9654169422336 -74.0628837642180;720;Friday;my bed;Strip Club;Nightlife Spot;-1.0;Clear;185
22;5206;40.9653287788182 -74.0629239214116;925;Friday;nanas :);American Restaurant;Food;-1.0;Clear;185
22;5206;40.9653379500000 -74.0628079000000;978;Friday;The Hang Out;Other Nightlife;Nightlife Spot;-1.0;Clear;185
22;5206;40.9677860000000 -74.0736896833333;1039;Friday;King Pizza;Pizza Place;Food;6.8;Clear;185
22;5206;40.9654464263127 -74.0629640785966;1214;Friday;a womans place: the kitchen;American Restaurant;Food;-1.0;Clear;185
22;5206;40.9654169833333 -74.0629196833333;1370;Friday;Gardner Field;Park;Outdoors & Recreation;-1.0;Clear;185
22;5206;40.9618329390118 -74.0603022124755;1428;Friday;Hottest Woman On Earth Hitting On Me;General Entertainment;Arts & Entertainment;-1.0;Clear;185
22;5206;40.9652292144287 -74.0630558664160;368;Saturday;AT&T;Office;Professional & Other Places;-1.0;Clouds;185
22;5206;40.9603192232073 -74.0672551115504;486;Saturday;Crowne Plaza Paramus;Hotel;Travel & Transport;-1.0;Clear;185
22;5206;40.9653287788182 -74.0629239214116;548;Saturday;nanas :);American Restaurant;Food;-1.0;Clear;185
22;5206;40.9653388574063 -74.0628321335281;596;Saturday;The Bush Hideout;Speakeasy;Nightlife Spot;-1.0;Clear;185
22;5206;40.9268071531500 -74.0686089466701;729;Saturday;Paramus Recycling Center;Government Building;Professional & Other Places;-1.0;Clear;185
22;5206;40.9489233795369 -74.0697218377730;766;Saturday;US Post Office;Post Office;Professional & Other Places;-1.0;Clear;185
22;5206;40.9481629642871 -74.0698193588461;783;Saturday;Chase Bank;Bank;Shop & Service;7.1;Clear;185
22;5206;40.9651660642512 -74.0628952377028;817;Saturday;Paramus Veteran Home;Building;Professional & Other Places;-1.0;Clear;185
22;5206;40.9653379500000 -74.0628079000000;853;Saturday;The Hang Out;Other Nightlife;Nightlife Spot;-1.0;Clear;185
22;5206;40.9651716251224 -74.0627460823470;880;Saturday;Philibosian Phunction;Cocktail Bar;Nightlife Spot;-1.0;Clouds;185
22;5206;40.9677860000000 -74.0736896833333;925;Saturday;King Pizza;Pizza Place;Food;6.8;Clouds;185
22;5206;40.9658102677880 -74.0676060318947;1045;Saturday;Parkway Elementary School;Elementary School;Professional & Other Places;-1.0;Clouds;185
22;5206;40.9653550190346 -74.0628321335281;1172;Saturday;The Bush Hot Tub :);Pool;Outdoors & Recreation;-1.0;Clear;185
22;5206;40.9654169422336 -74.0628837642180;1211;Saturday;my bed;Strip Club;Nightlife Spot;-1.0;Clear;185
22;5206;40.9654464263127 -74.0629640785966;1260;Saturday;a womans place: the kitchen;American Restaurant;Food;-1.0;Clear;185
22;5206;40.9618329390118 -74.0603022124755;1296;Saturday;Hottest Woman On Earth Hitting On Me;General Entertainment;Arts & Entertainment;-1.0;Clear;185
22;5206;40.9654169833333 -74.0629196833333;1336;Saturday;Gardner Field;Park;Outdoors & Recreation;-1.0;Clear;185
22;5206;40.9653219428021 -74.0628034498054;1375;Saturday;YJCC;Music Venue;Arts & Entertainment;-1.0;Clear;185
22;5206;40.9653708323671 -74.0628149232950;1429;Saturday;Four Seasons;Hotel;Travel & Transport;-1.0;Clear;185
23;5207;40.9618329390118 -74.0603022124755;529;Monday;Hottest Woman On Earth Hitting On Me;General Entertainment;Arts & Entertainment;-1.0;Clear;185
23;5207;40.9653388574063 -74.0628321335281;585;Monday;The Bush Hideout;Speakeasy;Nightlife Spot;-1.0;Clear;185
23;5207;40.7675741726333 -73.8673496246338;992;Monday;Hampton Inn - Laguardia Airport;Hotel;Travel & Transport;5.1;Clouds;185
23;5207;40.7820786666667 -73.8337440000000;1058;Monday;Boulder Creek Steakhouse;Steakhouse;Food;-1.0;Clouds;185
23;5207;40.9654169422336 -74.0628837642180;1096;Thursday;my bed;Strip Club;Nightlife Spot;-1.0;Clear;185
23;5207;40.9651716251224 -74.0627460823470;1148;Thursday;Philibosian Phunction;Cocktail Bar;Nightlife Spot;-1.0;Clear;185
23;5207;40.9653287788182 -74.0629239214116;1201;Thursday;nanas :);American Restaurant;Food;-1.0;Clear;185
23;5207;40.9654169833333 -74.0629196833333;1220;Thursday;Gardner Field;Park;Outdoors & Recreation;-1.0;Clear;185
23;5207;40.9645718001334 -74.0664339065552;1320;Thursday;Garden State Parkway Park & Ride;Bus Line;Travel & Transport;-1.0;Clear;185
23;5207;40.9618329390118 -74.0603022124755;1345;Thursday;Hottest Woman On Earth Hitting On Me;General Entertainment;Arts & Entertainment;-1.0;Clear;185
23;5207;40.9652292144287 -74.0630558664160;1403;Thursday;AT&T;Office;Professional & Other Places;-1.0;Clear;185
23;5207;40.9653287788182 -74.0629239214116;417;Friday;nanas :);American Restaurant;Food;-1.0;Clear;185
23;5207;40.9653550190346 -74.0628321335281;451;Friday;The Bush Hot Tub :);Pool;Outdoors & Recreation;-1.0;Clear;185
23;5207;40.9268071531500 -74.0686089466701;602;Friday;Paramus Recycling Center;Government Building;Professional & Other Places;-1.0;Clear;185
23;5207;40.9653287788182 -74.0629239214116;838;Friday;nanas :);American Restaurant;Food;-1.0;Clouds;185
23;5207;40.9653379500000 -74.0628079000000;867;Friday;The Hang Out;Other Nightlife;Nightlife Spot;-1.0;Clouds;185
23;5207;40.9651716251224 -74.0627460823470;973;Friday;Philibosian Phunction;Cocktail Bar;Nightlife Spot;-1.0;Clouds;185
23;5207;40.9653388574063 -74.0628321335281;1080;Friday;The Bush Hideout;Speakeasy;Nightlife Spot;-1.0;Clear;185
23;5207;40.9654169422336 -74.0628837642180;1252;Friday;my bed;Strip Club;Nightlife Spot;-1.0;Clear;185
23;5207;40.9652292144287 -74.0630558664160;1287;Friday;AT&T;Office;Professional & Other Places;-1.0;Clear;185
23;5207;40.9654169833333 -74.0629196833333;1331;Friday;Gardner Field;Park;Outdoors & Recreation;-1.0;Clear;185
23;5207;40.9603192232073 -74.0672551115504;1363;Friday;Crowne Plaza Paramus;Hotel;Travel & Transport;-1.0;Clear;185
23;5207;40.9653708323671 -74.0628149232950;1405;Friday;Four Seasons;Hotel;Travel & Transport;-1.0;Clear;185
23;5207;40.9653379500000 -74.0628079000000;1433;Friday;The Hang Out;Other Nightlife;Nightlife Spot;-1.0;Clear;185
23;5207;40.9540874073425 -74.0712305405093;492;Saturday;Dr. Joshua N Greenspan;Doctor's Office;Professional & Other Places;-1.0;Clear;185
24;5208;40.9618329390118 -74.0603022124755;489;Tuesday;Hottest Woman On Earth Hitting On Me;General Entertainment;Arts & Entertainment;-1.0;Clear;185
24;5208;40.9653287788182 -74.0629239214116;702;Tuesday;nanas :);American Restaurant;Food;-1.0;Clouds;185
24;5208;40.9653379500000 -74.0628079000000;810;Tuesday;The Hang Out;Other Nightlife;Nightlife Spot;-1.0;Clear;185
24;5208;40.9653550190346 -74.0628321335281;433;Wednesday;The Bush Hot Tub :);Pool;Outdoors & Recreation;-1.0;Clear;185
24;5208;40.9653388574063 -74.0628321335281;459;Wednesday;The Bush Hideout;Speakeasy;Nightlife Spot;-1.0;Clear;185
24;5208;40.9653287788182 -74.0629239214116;500;Wednesday;nanas :);American Restaurant;Food;-1.0;Clear;185
24;5208;40.9653379500000 -74.0628079000000;1320;Thursday;The Hang Out;Other Nightlife;Nightlife Spot;-1.0;Clouds;185
24;5208;40.9653708323671 -74.0628149232950;463;Friday;Four Seasons;Hotel;Travel & Transport;-1.0;Clouds;185
24;5208;40.9654169833333 -74.0629196833333;481;Friday;Gardner Field;Park;Outdoors & Recreation;-1.0;Rain;185
24;5208;40.9618329390118 -74.0603022124755;1016;Friday;Hottest Woman On Earth Hitting On Me;General Entertainment;Arts & Entertainment;-1.0;Clouds;185
25;5209;40.9645718001334 -74.0664339065552;391;Monday;Garden State Parkway Park & Ride;Bus Line;Travel & Transport;-1.0;Clear;185
25;5209;40.9653550190346 -74.0628321335281;435;Monday;The Bush Hot Tub :);Pool;Outdoors & Recreation;-1.0;Clear;185
25;5209;40.9653388574063 -74.0628321335281;573;Monday;The Bush Hideout;Speakeasy;Nightlife Spot;-1.0;Clear;185
25;5209;40.9654464263127 -74.0629640785966;677;Monday;a womans place: the kitchen;American Restaurant;Food;-1.0;Clear;185
25;5209;40.9653708323671 -74.0628149232950;826;Monday;Four Seasons;Hotel;Travel & Transport;-1.0;Clear;185
25;5209;40.9618329390118 -74.0603022124755;1173;Monday;Hottest Woman On Earth Hitting On Me;General Entertainment;Arts & Entertainment;-1.0;Clear;185
25;5209;40.9652914155792 -74.0627346088532;1407;Monday;Bergen County Vocational High School;High School;Professional & Other Places;-1.0;Clear;185
25;5209;40.9654464263127 -74.0629640785966;1;Tuesday;a womans place: the kitchen;American Restaurant;Food;-1.0;Clear;185
25;5209;40.9681100152221 -74.0593871873551;49;Tuesday;My uncomfortable shitty bed :(;Home (private);Residence;-1.0;Clear;185
25;5209;40.9652292144287 -74.0630558664160;435;Tuesday;AT&T;Office;Professional & Other Places;-1.0;Clear;185
25;5209;40.9653287788182 -74.0629239214116;470;Tuesday;nanas :);American Restaurant;Food;-1.0;Clear;185
25;5209;40.9653388574063 -74.0628321335281;494;Tuesday;The Bush Hideout;Speakeasy;Nightlife Spot;-1.0;Clear;185
25;5209;40.9489233795369 -74.0697218377730;555;Tuesday;US Post Office;Post Office;Professional & Other Places;-1.0;Clear;185
25;5209;40.9002436449836 -74.0819746796153;1048;Wednesday;NJT - 144 Bus Stop;Bus Stop;Travel & Transport;-1.0;Clouds;185
25;5209;40.9651716251224 -74.0627460823470;1163;Wednesday;Philibosian Phunction;Cocktail Bar;Nightlife Spot;-1.0;Clouds;185
25;5209;40.9652292144287 -74.0630558664160;1239;Wednesday;AT&T;Office;Professional & Other Places;-1.0;Clouds;185
25;5209;40.9653287788182 -74.0629239214116;1427;Wednesday;nanas :);American Restaurant;Food;-1.0;Clouds;185
25;5209;40.9681100152221 -74.0593871873551;21;Thursday;My uncomfortable shitty bed :(;Home (private);Residence;-1.0;Clouds;185
25;5209;40.9653388574063 -74.0628321335281;474;Thursday;The Bush Hideout;Speakeasy;Nightlife Spot;-1.0;Clouds;185
25;5209;40.9653550190346 -74.0628321335281;490;Thursday;The Bush Hot Tub :);Pool;Outdoors & Recreation;-1.0;Clouds;185
25;5209;40.9654169422336 -74.0628837642180;548;Thursday;my bed;Strip Club;Nightlife Spot;-1.0;Clouds;185
25;5209;40.9653287788182 -74.0629239214116;671;Thursday;nanas :);American Restaurant;Food;-1.0;Clouds;185
25;5209;40.8024727617908 -74.2478370666504;802;Thursday;Exxon;Gas Station;Shop & Service;5.6;Clouds;185
25;5209;40.9653388574063 -74.0628321335281;464;Friday;The Bush Hideout;Speakeasy;Nightlife Spot;-1.0;Clouds;185
25;5209;40.9652292144287 -74.0630558664160;541;Friday;AT&T;Office;Professional & Other Places;-1.0;Clouds;185
25;5209;40.9653379500000 -74.0628079000000;639;Friday;The Hang Out;Other Nightlife;Nightlife Spot;-1.0;Clouds;185
25;5209;40.9189820000000 -74.0692290000000;752;Friday;Panzica;Doctor's Office;Professional & Other Places;-1.0;Clouds;185
25;5209;40.9268071531500 -74.0686089466701;783;Friday;Paramus Recycling Center;Government Building;Professional & Other Places;-1.0;Clouds;185
25;5209;40.9653708323671 -74.0628149232950;1012;Friday;Four Seasons;Hotel;Travel & Transport;-1.0;Clouds;185
25;5209;40.9653550190346 -74.0628321335281;1056;Friday;The Bush Hot Tub :);Pool;Outdoors & Recreation;-1.0;Clouds;185
25;5209;40.9653388574063 -74.0628321335281;1097;Friday;The Bush Hideout;Speakeasy;Nightlife Spot;-1.0;Clouds;185
25;5209;40.9651716251224 -74.0627460823470;61;Saturday;Philibosian Phunction;Cocktail Bar;Nightlife Spot;-1.0;Clouds;185
25;5209;40.9654169833333 -74.0629196833333;377;Saturday;Gardner Field;Park;Outdoors & Recreation;-1.0;Clouds;185
25;5209;40.9653388574063 -74.0628321335281;642;Saturday;The Bush Hideout;Speakeasy;Nightlife Spot;-1.0;Clouds;185
25;5209;40.9489233795369 -74.0697218377730;709;Saturday;US Post Office;Post Office;Professional & Other Places;-1.0;Clouds;185
25;5209;40.9481629642871 -74.0698193588461;727;Saturday;Chase Bank;Bank;Shop & Service;7.1;Clouds;185
25;5209;40.9529105319849 -74.0725499284692;738;Saturday;Capital One Bank;Bank;Shop & Service;5.9;Clouds;185
25;5209;40.9653287788182 -74.0629239214116;898;Saturday;nanas :);American Restaurant;Food;-1.0;Clouds;185
25;5209;40.9654169422336 -74.0628837642180;1123;Saturday;my bed;Strip Club;Nightlife Spot;-1.0;Clear;185
25;5209;40.9653379500000 -74.0628079000000;1226;Saturday;The Hang Out;Other Nightlife;Nightlife Spot;-1.0;Clouds;185
25;5209;40.9481665166667 -74.0684251500000;1338;Saturday;Sunoco;Gas Station;Shop & Service;6.1;Clear;185
25;5209;40.9654169833333 -74.0629196833333;1381;Saturday;Gardner Field;Park;Outdoors & Recreation;-1.0;Clear;185
25;5209;40.9652292144287 -74.0630558664160;61;Sunday;AT&T;Office;Professional & Other Places;-1.0;Clear;185
25;5209;40.9603192232073 -74.0672551115504;71;Sunday;Crowne Plaza Paramus;Hotel;Travel & Transport;-1.0;Clear;185
25;5209;40.9658102677880 -74.0676060318947;87;Sunday;Parkway Elementary School;Elementary School;Professional & Other Places;-1.0;Clear;185
25;5209;40.9645718001334 -74.0664339065552;450;Sunday;Garden State Parkway Park & Ride;Bus Line;Travel & Transport;-1.0;Clouds;185
25;5209;40.9653287788182 -74.0629239214116;553;Sunday;nanas :);American Restaurant;Food;-1.0;Clouds;185
25;5209;40.9653550190346 -74.0628321335281;654;Sunday;The Bush Hot Tub :);Pool;Outdoors & Recreation;-1.0;Clouds;185
25;5209;40.9654169422336 -74.0628837642180;744;Sunday;my bed;Strip Club;Nightlife Spot;-1.0;Clouds;185
25;5209;40.9654464263127 -74.0629640785966;776;Sunday;a womans place: the kitchen;American Restaurant;Food;-1.0;Clouds;185
25;5209;40.9651660642512 -74.0628952377028;854;Sunday;Paramus Veteran Home;Building;Professional & Other Places;-1.0;Clouds;185
25;5209;40.9654169833333 -74.0629196833333;943;Sunday;Gardner Field;Park;Outdoors & Recreation;-1.0;Clouds;185
25;5209;40.9653582000000 -74.0628322333333;1267;Sunday;Isabel's AMAZING Kitchen;Cuban Restaurant;Food;-1.0;Clouds;185
25;5209;40.9653219428021 -74.0628034498054;1438;Sunday;YJCC;Music Venue;Arts & Entertainment;-1.0;Clouds;185
26;5210;40.9645718001334 -74.0664339065552;390;Monday;Garden State Parkway Park & Ride;Bus Line;Travel & Transport;-1.0;Clouds;185
26;5210;40.9654169833333 -74.0629196833333;484;Monday;Gardner Field;Park;Outdoors & Recreation;-1.0;Rain;185
26;5210;40.9653708323671 -74.0628149232950;536;Tuesday;Four Seasons;Hotel;Travel & Transport;-1.0;Clouds;185
26;5210;40.9540582194617 -74.0724753546127;660;Tuesday;Eton Medical Group;Doctor's Office;Professional & Other Places;-1.0;Rain;185
26;5210;40.9481665166667 -74.0684251500000;683;Tuesday;Sunoco;Gas Station;Shop & Service;6.1;Rain;185
26;5210;40.9653379500000 -74.0628079000000;810;Tuesday;The Hang Out;Other Nightlife;Nightlife Spot;-1.0;Clouds;185
26;5210;40.9192202005511 -74.0747165679932;1234;Tuesday;Joe's American Bar & Grill;American Restaurant;Food;-1.0;Clouds;185
26;5210;40.9190016044615 -74.0745920934079;1243;Tuesday;UNIQLO NJ Garden State Plaza;Clothing Store;Shop & Service;8.7;Clouds;185
26;5210;40.9651716251224 -74.0627460823470;1361;Tuesday;Philibosian Phunction;Cocktail Bar;Nightlife Spot;-1.0;Clouds;185
